Date,Department,Admissions,Emergency_Cases,ICU_Beds_Total,ICU_Beds_Occupied,General_Beds_Total,General_Beds_Occupied,Doctors_On_Duty,Nurses_On_Duty,Ambulances_Available,Staff_Required,Bed_Occupancy_Percentage
2023-01-05,Oncology,35,7,50,12,250,80,5,17,4,22,30.67
2023-01-06,Emergency,89,89,50,31,250,187,14,44,6,58,72.67
2023-01-06,Cardiology,55,18,50,23,250,108,9,27,6,36,43.67
2023-01-06,Neurology,38,12,50,15,250,91,6,19,5,25,35.33
2023-01-06,Orthopedics,55,17,50,19,250,96,9,27,5,36,38.33
2023-01-06,Pediatrics,57,15,50,20,250,114,9,28,6,37,44.67
2023-01-06,Oncology,37,12,50,8,250,80,6,18,6,24,29.33
2023-01-07,Emergency,99,99,50,40,250,205,16,49,6,65,81.67
2023-01-07,Cardiology,59,17,50,22,250,117,9,29,5,38,46.33
2023-01-07,Neurology,49,13,50,13,250,103,8,24,5,32,38.67
2023-01-07,Orthopedics,54,15,50,20,250,115,9,27,6,36,45.0
2023-01-07,Pediatrics,59,15,50,23,250,104,9,29,5,38,42.33
2023-01-07,Oncology,52,18,50,20,250,111,8,26,6,34,43.67
2023-01-08,Emergency,103,103,50,29,250,201,17,51,4,68,76.67
2023-01-08,Cardiology,58,19,50,20,250,117,9,29,6,38,45.67
2023-01-08,Neurology,51,14,50,16,250,104,8,25,4,33,40.0
2023-01-08,Orthopedics,60,19,50,24,250,108,10,30,4,40,44.0
2023-01-08,Pediatrics,57,17,50,28,250,126,9,28,6,37,51.33
2023-01-08,Oncology,48,15,50,12,250,109,8,24,5,32,40.33
2023-01-09,Emergency,85,85,50,29,250,170,14,42,4,56,66.33
2023-01-09,Cardiology,48,10,50,17,250,80,8,24,6,32,32.33
2023-01-09,Neurology,43,15,50,16,250,96,7,21,4,28,37.33
2023-01-09,Orthopedics,58,16,50,21,250,111,9,29,6,38,44.0
2023-01-09,Pediatrics,60,17,50,26,250,114,10,30,5,40,46.67
2023-01-09,Oncology,40,11,50,15,250,82,6,20,5,26,32.33
2023-01-10,Emergency,88,88,50,30,250,168,14,44,5,58,66.0
2023-01-10,Cardiology,44,14,50,11,250,85,7,22,4,29,32.0
2023-01-10,Neurology,47,15,50,11,250,93,7,23,6,30,34.67
2023-01-10,Orthopedics,48,17,50,14,250,80,8,24,5,32,31.33
2023-01-10,Pediatrics,59,16,50,15,250,116,9,29,6,38,43.67
2023-01-10,Oncology,33,14,50,9,250,80,5,16,5,21,29.67
2023-01-11,Emergency,82,82,50,28,250,162,13,41,6,54,63.33
2023-01-11,Cardiology,63,17,50,20,250,135,10,31,5,41,51.67
2023-01-11,Neurology,52,17,50,14,250,106,8,26,4,34,40.0
2023-01-11,Orthopedics,52,12,50,15,250,103,8,26,6,34,39.33
2023-01-11,Pediatrics,58,16,50,24,250,123,9,29,4,38,49.0
2023-01-11,Oncology,33,13,50,9,250,83,5,16,5,21,30.67
2023-01-12,Emergency,95,95,50,34,250,200,15,47,5,62,78.0
2023-01-12,Cardiology,51,17,50,20,250,89,8,25,5,33,36.33
2023-01-12,Neurology,43,7,50,16,250,80,7,21,6,28,32.0
2023-01-12,Orthopedics,53,14,50,20,250,103,8,26,4,34,41.0
2023-01-12,Pediatrics,58,15,50,22,250,99,9,29,5,38,40.33
2023-01-12,Oncology,38,10,50,14,250,80,6,19,4,25,31.33
2023-01-13,Emergency,94,94,50,33,250,190,15,47,5,62,74.33
2023-01-13,Cardiology,56,17,50,20,250,119,9,28,6,37,46.33
2023-01-13,Neurology,37,7,50,12,250,80,6,18,6,24,30.67
2023-01-13,Orthopedics,49,15,50,13,250,97,8,24,6,32,36.67
2023-01-13,Pediatrics,51,16,50,12,250,105,8,25,4,33,39.0
2023-01-13,Oncology,37,12,50,13,250,80,6,18,5,24,31.0
2023-01-14,Emergency,92,92,50,27,250,167,15,46,4,61,64.67
2023-01-14,Cardiology,62,19,50,23,250,123,10,31,5,41,48.67
2023-01-14,Neurology,52,13,50,16,250,90,8,26,5,34,35.33
2023-01-14,Orthopedics,57,16,50,29,250,100,9,28,6,37,43.0
2023-01-14,Pediatrics,64,16,50,21,250,124,10,32,6,42,48.33
2023-01-14,Oncology,45,13,50,14,250,80,7,22,5,29,31.33
2023-01-15,Emergency,92,92,50,31,250,184,15,46,5,61,71.67
2023-01-15,Cardiology,59,17,50,15,250,123,9,29,6,38,46.0
2023-01-15,Neurology,50,16,50,21,250,98,8,25,4,33,39.67
2023-01-15,Orthopedics,57,17,50,19,250,108,9,28,6,37,42.33
2023-01-15,Pediatrics,67,21,50,22,250,117,11,33,5,44,46.33
2023-01-15,Oncology,44,13,50,15,250,80,7,22,4,29,31.67
2023-01-16,Emergency,88,88,50,32,250,182,14,44,4,58,71.33
2023-01-16,Cardiology,44,15,50,16,250,80,7,22,6,29,32.0
2023-01-16,Neurology,42,13,50,16,250,80,7,21,6,28,32.0
2023-01-16,Orthopedics,42,10,50,8,250,80,7,21,4,28,29.33
2023-01-16,Pediatrics,63,23,50,22,250,119,10,31,5,41,47.0
2023-01-16,Oncology,41,9,50,12,250,96,6,20,4,26,36.0
2023-01-17,Emergency,83,83,50,26,250,166,13,41,5,54,64.0
2023-01-17,Cardiology,50,15,50,19,250,119,8,25,6,33,46.0
2023-01-17,Neurology,45,13,50,20,250,84,7,22,5,29,34.67
2023-01-17,Orthopedics,50,17,50,18,250,99,8,25,4,33,39.0
2023-01-17,Pediatrics,52,15,50,21,250,91,8,26,4,34,37.33
2023-01-17,Oncology,38,10,50,14,250,80,6,19,6,25,31.33
2023-01-18,Emergency,89,89,50,28,250,161,14,44,4,58,63.0
2023-01-18,Cardiology,51,18,50,23,250,121,8,25,4,33,48.0
2023-01-18,Neurology,42,13,50,17,250,91,7,21,6,28,36.0
2023-01-18,Orthopedics,55,16,50,19,250,94,9,27,6,36,37.67
2023-01-18,Pediatrics,60,17,50,22,250,122,10,30,6,40,48.0
2023-01-18,Oncology,39,13,50,13,250,80,6,19,6,25,31.0
2023-01-19,Emergency,90,90,50,29,250,166,15,45,5,60,65.0
2023-01-19,Cardiology,54,16,50,12,250,104,9,27,4,36,38.67
2023-01-19,Neurology,50,14,50,17,250,110,8,25,4,33,42.33
2023-01-19,Orthopedics,54,10,50,24,250,114,9,27,5,36,46.0
2023-01-19,Pediatrics,68,18,50,18,250,136,11,34,5,45,51.33
2023-01-19,Oncology,42,14,50,14,250,81,7,21,4,28,31.67
2023-01-20,Emergency,90,90,50,30,250,176,15,45,5,60,68.67
2023-01-20,Cardiology,58,19,50,19,250,94,9,29,5,38,37.67
2023-01-20,Neurology,45,11,50,15,250,83,7,22,4,29,32.67
2023-01-20,Orthopedics,46,11,50,19,250,82,7,23,6,30,33.67
2023-01-20,Pediatrics,58,19,50,23,250,123,9,29,6,38,48.67
2023-01-20,Oncology,43,15,50,16,250,80,7,21,4,28,32.0
2023-01-21,Emergency,94,94,50,34,250,181,15,47,6,62,71.67
2023-01-21,Cardiology,61,18,50,24,250,120,10,30,5,40,48.0
2023-01-21,Neurology,55,18,50,14,250,107,9,27,4,36,40.33
2023-01-21,Orthopedics,58,20,50,15,250,99,9,29,6,38,38.0
2023-01-21,Pediatrics,69,22,50,23,250,142,11,34,5,45,55.0
2023-01-21,Oncology,45,12,50,16,250,99,7,22,4,29,38.33
2023-01-22,Emergency,92,92,50,31,250,181,15,46,6,61,70.67
2023-01-22,Cardiology,61,17,50,25,250,116,10,30,5,40,47.0
2023-01-22,Neurology,53,12,50,16,250,111,8,26,6,34,42.33
2023-01-22,Orthopedics,61,19,50,27,250,114,10,30,5,40,47.0
2023-01-22,Pediatrics,60,15,50,18,250,110,10,30,6,40,42.67
2023-01-22,Oncology,53,18,50,20,250,127,8,26,6,34,49.0
2023-01-23,Emergency,87,87,50,25,250,184,14,43,4,57,69.67
2023-01-23,Cardiology,50,16,50,17,250,98,8,25,4,33,38.33
2023-01-23,Neurology,42,12,50,17,250,84,7,21,5,28,33.67
2023-01-23,Orthopedics,45,11,50,16,250,93,7,22,4,29,36.33
2023-01-23,Pediatrics,55,12,50,20,250,101,9,27,4,36,40.33
2023-01-23,Oncology,37,9,50,13,250,97,6,18,5,24,36.67
2023-01-24,Emergency,92,92,50,32,250,187,15,46,5,61,73.0
2023-01-24,Cardiology,49,9,50,22,250,113,8,24,5,32,45.0
2023-01-24,Neurology,48,14,50,12,250,93,8,24,4,32,35.0
2023-01-24,Orthopedics,51,14,50,12,250,115,8,25,4,33,42.33
2023-01-24,Pediatrics,58,13,50,17,250,103,9,29,6,38,40.0
2023-01-24,Oncology,41,11,50,16,250,82,6,20,4,26,32.67
2023-01-25,Emergency,93,93,50,31,250,216,15,46,4,61,82.33
2023-01-25,Cardiology,50,12,50,16,250,82,8,25,4,33,32.67
2023-01-25,Neurology,48,10,50,17,250,82,8,24,5,32,33.0
2023-01-25,Orthopedics,53,20,50,15,250,104,8,26,5,34,39.67
2023-01-25,Pediatrics,56,15,50,17,250,120,9,28,5,37,45.67
2023-01-25,Oncology,50,15,50,14,250,96,8,25,4,33,36.67
2023-01-26,Emergency,86,86,50,32,250,155,14,43,4,57,62.33
2023-01-26,Cardiology,51,16,50,21,250,115,8,25,6,33,45.33
2023-01-26,Neurology,49,14,50,19,250,86,8,24,6,32,35.0
2023-01-26,Orthopedics,53,13,50,18,250,107,8,26,4,34,41.67
2023-01-26,Pediatrics,60,19,50,23,250,121,10,30,4,40,48.0
2023-01-26,Oncology,41,11,50,13,250,108,6,20,4,26,40.33
2023-01-27,Emergency,90,90,50,32,250,172,15,45,4,60,68.0
2023-01-27,Cardiology,57,18,50,20,250,124,9,28,4,37,48.0
2023-01-27,Neurology,52,16,50,17,250,112,8,26,5,34,43.0
2023-01-27,Orthopedics,48,14,50,11,250,104,8,24,4,32,38.33
2023-01-27,Pediatrics,55,15,50,18,250,110,9,27,4,36,42.67
2023-01-27,Oncology,41,12,50,13,250,80,6,20,6,26,31.0
2023-01-28,Emergency,101,101,50,29,250,199,16,50,5,66,76.0
2023-01-28,Cardiology,64,16,50,20,250,126,10,32,4,42,48.67
2023-01-28,Neurology,59,18,50,17,250,113,9,29,5,38,43.33
2023-01-28,Orthopedics,54,16,50,18,250,104,9,27,5,36,40.67
2023-01-28,Pediatrics,78,22,50,28,250,148,13,39,5,52,58.67
2023-01-28,Oncology,53,14,50,18,250,97,8,26,4,34,38.33
2023-01-29,Emergency,93,93,50,35,250,180,15,46,4,61,71.67
2023-01-29,Cardiology,69,19,50,23,250,154,11,34,4,45,59.0
2023-01-29,Neurology,55,16,50,15,250,93,9,27,5,36,36.0
2023-01-29,Orthopedics,61,18,50,19,250,122,10,30,4,40,47.0
2023-01-29,Pediatrics,60,18,50,21,250,139,10,30,4,40,53.33
2023-01-29,Oncology,46,13,50,15,250,96,7,23,6,30,37.0
2023-01-30,Emergency,90,90,50,27,250,163,15,45,6,60,63.33
2023-01-30,Cardiology,60,18,50,23,250,130,10,30,4,40,51.0
2023-01-30,Neurology,49,13,50,17,250,110,8,24,6,32,42.33
2023-01-30,Orthopedics,54,15,50,18,250,106,9,27,6,36,41.33
2023-01-30,Pediatrics,59,20,50,13,250,118,9,29,4,38,43.67
2023-01-30,Oncology,36,12,50,10,250,80,6,18,6,24,30.0
2023-01-31,Emergency,97,97,50,36,250,199,16,48,4,64,78.33
2023-01-31,Cardiology,54,20,50,21,250,100,9,27,5,36,40.33
2023-01-31,Neurology,42,13,50,14,250,80,7,21,4,28,31.33
2023-01-31,Orthopedics,51,16,50,19,250,95,8,25,6,33,38.0
2023-01-31,Pediatrics,62,17,50,20,250,118,10,31,4,41,46.0
2023-01-31,Oncology,40,14,50,19,250,80,6,20,6,26,33.0
2023-02-01,Emergency,78,78,50,30,250,152,13,39,6,52,60.67
2023-02-01,Cardiology,52,14,50,22,250,105,8,26,5,34,42.33
2023-02-01,Neurology,53,16,50,17,250,102,8,26,6,34,39.67
2023-02-01,Orthopedics,55,18,50,18,250,111,9,27,6,36,43.0
2023-02-01,Pediatrics,62,17,50,18,250,115,10,31,4,41,44.33
2023-02-01,Oncology,44,15,50,11,250,82,7,22,4,29,31.0
2023-02-02,Emergency,88,88,50,33,250,170,14,44,6,58,67.67
2023-02-02,Cardiology,49,15,50,16,250,91,8,24,6,32,35.67
2023-02-02,Neurology,47,16,50,13,250,85,7,23,5,30,32.67
2023-02-02,Orthopedics,52,16,50,19,250,103,8,26,5,34,40.67
2023-02-02,Pediatrics,58,19,50,23,250,126,9,29,6,38,49.67
2023-02-02,Oncology,47,13,50,14,250,92,7,23,4,30,35.33
2023-02-03,Emergency,93,93,50,34,250,183,15,46,5,61,72.33
2023-02-03,Cardiology,56,15,50,17,250,116,9,28,5,37,44.33
2023-02-03,Neurology,48,11,50,19,250,91,8,24,6,32,36.67
2023-02-03,Orthopedics,46,13,50,14,250,82,7,23,5,30,32.0
2023-02-03,Pediatrics,58,20,50,20,250,108,9,29,6,38,42.67
2023-02-03,Oncology,35,9,50,10,250,80,5,17,5,22,30.0
2023-02-04,Emergency,89,89,50,30,250,188,14,44,4,58,72.67
2023-02-04,Cardiology,56,15,50,17,250,113,9,28,6,37,43.33
2023-02-04,Neurology,51,18,50,17,250,100,8,25,5,33,39.0
2023-02-04,Orthopedics,60,18,50,18,250,106,10,30,5,40,41.33
2023-02-04,Pediatrics,66,24,50,24,250,134,11,33,5,44,52.67
2023-02-04,Oncology,54,13,50,14,250,102,9,27,5,36,38.67
2023-02-05,Emergency,106,106,50,42,250,207,17,53,4,70,83.0
2023-02-05,Cardiology,57,17,50,20,250,121,9,28,6,37,47.0
2023-02-05,Neurology,60,17,50,22,250,112,10,30,4,40,44.67
2023-02-05,Orthopedics,58,18,50,21,250,116,9,29,4,38,45.67
2023-02-05,Pediatrics,71,18,50,21,250,139,11,35,6,46,53.33
2023-02-05,Oncology,49,13,50,21,250,99,8,24,6,32,40.0
2023-02-06,Emergency,95,95,50,34,250,184,15,47,6,62,72.67
2023-02-06,Cardiology,58,19,50,19,250,99,9,29,4,38,39.33
2023-02-06,Neurology,42,11,50,8,250,101,7,21,5,28,36.33
2023-02-06,Orthopedics,50,12,50,20,250,88,8,25,6,33,36.0
2023-02-06,Pediatrics,56,15,50,19,250,118,9,28,6,37,45.67
2023-02-06,Oncology,47,14,50,19,250,87,7,23,5,30,35.33
2023-02-07,Emergency,83,83,50,27,250,157,13,41,4,54,61.33
2023-02-07,Cardiology,52,14,50,20,250,121,8,26,4,34,47.0
2023-02-07,Neurology,42,10,50,12,250,91,7,21,6,28,34.33
2023-02-07,Orthopedics,50,16,50,20,250,99,8,25,4,33,39.67
2023-02-07,Pediatrics,57,17,50,19,250,111,9,28,5,37,43.33
2023-02-07,Oncology,46,14,50,19,250,105,7,23,4,30,41.33
2023-02-08,Emergency,93,93,50,31,250,196,15,46,4,61,75.67
2023-02-08,Cardiology,66,20,50,25,250,134,11,33,5,44,53.0
2023-02-08,Neurology,48,13,50,17,250,101,8,24,6,32,39.33
2023-02-08,Orthopedics,54,15,50,17,250,94,9,27,6,36,37.0
2023-02-08,Pediatrics,67,19,50,26,250,136,11,33,6,44,54.0
2023-02-08,Oncology,42,11,50,11,250,101,7,21,4,28,37.33
2023-02-09,Emergency,91,91,50,35,250,195,15,45,4,60,76.67
2023-02-09,Cardiology,58,17,50,16,250,114,9,29,5,38,43.33
2023-02-09,Neurology,51,14,50,16,250,100,8,25,6,33,38.67
2023-02-09,Orthopedics,46,14,50,15,250,85,7,23,5,30,33.33
2023-02-09,Pediatrics,60,19,50,23,250,121,10,30,5,40,48.0
2023-02-09,Oncology,48,16,50,15,250,100,8,24,5,32,38.33
2023-02-10,Emergency,93,93,50,30,250,170,15,46,4,61,66.67
2023-02-10,Cardiology,56,17,50,16,250,122,9,28,4,37,46.0
2023-02-10,Neurology,50,17,50,18,250,89,8,25,6,33,35.67
2023-02-10,Orthopedics,56,15,50,15,250,113,9,28,5,37,42.67
2023-02-10,Pediatrics,57,19,50,18,250,131,9,28,4,37,49.67
2023-02-10,Oncology,44,16,50,12,250,86,7,22,5,29,32.67
2023-02-11,Emergency,98,98,50,32,250,198,16,49,6,65,76.67
2023-02-11,Cardiology,64,20,50,21,250,117,10,32,4,42,46.0
2023-02-11,Neurology,61,19,50,18,250,109,10,30,6,40,42.33
2023-02-11,Orthopedics,63,19,50,24,250,122,10,31,6,41,48.67
2023-02-11,Pediatrics,65,21,50,21,250,131,10,32,5,42,50.67
2023-02-11,Oncology,49,16,50,15,250,106,8,24,5,32,40.33
2023-02-12,Emergency,90,90,50,29,250,178,15,45,4,60,69.0
2023-02-12,Cardiology,60,19,50,24,250,112,10,30,5,40,45.33
2023-02-12,Neurology,56,17,50,15,250,107,9,28,4,37,40.67
2023-02-12,Orthopedics,63,18,50,22,250,131,10,31,5,41,51.0
2023-02-12,Pediatrics,72,20,50,29,250,157,12,36,6,48,62.0
2023-02-12,Oncology,48,12,50,15,250,96,8,24,4,32,37.0
2023-02-13,Emergency,84,84,50,30,250,180,14,42,5,56,70.0
2023-02-13,Cardiology,54,14,50,19,250,106,9,27,4,36,41.67
2023-02-13,Neurology,51,16,50,21,250,90,8,25,5,33,37.0
2023-02-13,Orthopedics,52,15,50,20,250,113,8,26,4,34,44.33
2023-02-13,Pediatrics,67,20,50,23,250,131,11,33,6,44,51.33
2023-02-13,Oncology,49,14,50,18,250,104,8,24,6,32,40.67
2023-02-14,Emergency,87,87,50,27,250,189,14,43,4,57,72.0
2023-02-14,Cardiology,54,15,50,22,250,117,9,27,6,36,46.33
2023-02-14,Neurology,44,16,50,18,250,86,7,22,4,29,34.67
2023-02-14,Orthopedics,58,18,50,15,250,113,9,29,6,38,42.67
2023-02-14,Pediatrics,74,22,50,23,250,137,12,37,6,49,53.33
2023-02-14,Oncology,47,16,50,17,250,106,7,23,6,30,41.0
2023-02-15,Emergency,88,88,50,31,250,178,14,44,4,58,69.67
2023-02-15,Cardiology,58,16,50,20,250,99,9,29,6,38,39.67
2023-02-15,Neurology,40,13,50,12,250,80,6,20,4,26,30.67
2023-02-15,Orthopedics,59,18,50,26,250,123,9,29,4,38,49.67
2023-02-15,Pediatrics,63,19,50,18,250,135,10,31,5,41,51.0
2023-02-15,Oncology,41,12,50,11,250,80,6,20,5,26,30.33
2023-02-16,Emergency,99,99,50,37,250,191,16,49,5,65,76.0
2023-02-16,Cardiology,52,17,50,17,250,84,8,26,6,34,33.67
2023-02-16,Neurology,50,15,50,20,250,99,8,25,4,33,39.67
2023-02-16,Orthopedics,62,18,50,23,250,118,10,31,5,41,47.0
2023-02-16,Pediatrics,64,16,50,21,250,115,10,32,6,42,45.33
2023-02-16,Oncology,49,13,50,19,250,113,8,24,4,32,44.0
2023-02-17,Emergency,92,92,50,35,250,189,15,46,5,61,74.67
2023-02-17,Cardiology,60,21,50,19,250,110,10,30,4,40,43.0
2023-02-17,Neurology,46,15,50,19,250,86,7,23,4,30,35.0
2023-02-17,Orthopedics,51,16,50,17,250,103,8,25,4,33,40.0
2023-02-17,Pediatrics,60,20,50,22,250,125,10,30,6,40,49.0
2023-02-17,Oncology,46,14,50,13,250,95,7,23,4,30,36.0
2023-02-18,Emergency,103,103,50,39,250,210,17,51,4,68,83.0
2023-02-18,Cardiology,62,17,50,22,250,122,10,31,5,41,48.0
2023-02-18,Neurology,53,13,50,12,250,80,8,26,5,34,30.67
2023-02-18,Orthopedics,71,24,50,21,250,143,11,35,4,46,54.67
2023-02-18,Pediatrics,64,16,50,18,250,125,10,32,6,42,47.67
2023-02-18,Oncology,53,17,50,17,250,106,8,26,5,34,41.0
2023-02-19,Emergency,96,96,50,29,250,177,16,48,5,64,68.67
2023-02-19,Cardiology,64,15,50,22,250,115,10,32,4,42,45.67
2023-02-19,Neurology,65,18,50,24,250,140,10,32,6,42,54.67
2023-02-19,Orthopedics,62,19,50,22,250,127,10,31,5,41,49.67
2023-02-19,Pediatrics,65,20,50,21,250,133,10,32,5,42,51.33
2023-02-19,Oncology,55,17,50,21,250,116,9,27,6,36,45.67
2023-02-20,Emergency,98,98,50,34,250,197,16,49,5,65,77.0
2023-02-20,Cardiology,55,13,50,20,250,107,9,27,4,36,42.33
2023-02-20,Neurology,45,14,50,20,250,80,7,22,6,29,33.33
2023-02-20,Orthopedics,44,12,50,20,250,84,7,22,6,29,34.67
2023-02-20,Pediatrics,63,20,50,16,250,126,10,31,4,41,47.33
2023-02-20,Oncology,52,13,50,17,250,94,8,26,6,34,37.0
2023-02-21,Emergency,88,88,50,34,250,176,14,44,5,58,70.0
2023-02-21,Cardiology,55,15,50,17,250,97,9,27,4,36,38.0
2023-02-21,Neurology,49,13,50,14,250,99,8,24,4,32,37.67
2023-02-21,Orthopedics,52,15,50,24,250,125,8,26,5,34,49.67
2023-02-21,Pediatrics,58,15,50,17,250,126,9,29,4,38,47.67
2023-02-21,Oncology,45,17,50,15,250,97,7,22,6,29,37.33
2023-02-22,Emergency,94,94,50,31,250,198,15,47,6,62,76.33
2023-02-22,Cardiology,63,17,50,20,250,115,10,31,6,41,45.0
2023-02-22,Neurology,47,13,50,9,250,91,7,23,4,30,33.33
2023-02-22,Orthopedics,57,18,50,21,250,106,9,28,5,37,42.33
2023-02-22,Pediatrics,61,17,50,25,250,113,10,30,4,40,46.0
2023-02-22,Oncology,40,9,50,14,250,82,6,20,4,26,32.0
2023-02-23,Emergency,98,98,50,37,250,219,16,49,6,65,85.33
2023-02-23,Cardiology,56,14,50,21,250,113,9,28,5,37,44.67
2023-02-23,Neurology,53,13,50,19,250,108,8,26,5,34,42.33
2023-02-23,Orthopedics,52,17,50,24,250,92,8,26,4,34,38.67
2023-02-23,Pediatrics,65,13,50,24,250,111,10,32,4,42,45.0
2023-02-23,Oncology,39,11,50,16,250,80,6,19,4,25,32.0
2023-02-24,Emergency,91,91,50,30,250,197,15,45,5,60,75.67
2023-02-24,Cardiology,53,14,50,23,250,113,8,26,4,34,45.33
2023-02-24,Neurology,47,13,50,15,250,88,7,23,5,30,34.33
2023-02-24,Orthopedics,52,18,50,17,250,102,8,26,6,34,39.67
2023-02-24,Pediatrics,63,23,50,22,250,136,10,31,6,41,52.67
2023-02-24,Oncology,44,13,50,13,250,85,7,22,6,29,32.67
2023-02-25,Emergency,104,104,50,33,250,208,17,52,4,69,80.33
2023-02-25,Cardiology,62,20,50,21,250,122,10,31,4,41,47.67
2023-02-25,Neurology,51,14,50,18,250,119,8,25,4,33,45.67
2023-02-25,Orthopedics,67,17,50,23,250,146,11,33,4,44,56.33
2023-02-25,Pediatrics,67,22,50,25,250,136,11,33,4,44,53.67
2023-02-25,Oncology,49,18,50,19,250,101,8,24,6,32,40.0
2023-02-26,Emergency,99,99,50,34,250,199,16,49,6,65,77.67
2023-02-26,Cardiology,69,19,50,19,250,138,11,34,5,45,52.33
2023-02-26,Neurology,52,14,50,16,250,108,8,26,6,34,41.33
2023-02-26,Orthopedics,55,21,50,18,250,113,9,27,6,36,43.67
2023-02-26,Pediatrics,65,21,50,22,250,129,10,32,4,42,50.33
2023-02-26,Oncology,53,17,50,17,250,117,8,26,4,34,44.67
2023-02-27,Emergency,97,97,50,32,250,209,16,48,5,64,80.33
2023-02-27,Cardiology,58,17,50,20,250,89,9,29,4,38,36.33
2023-02-27,Neurology,50,12,50,22,250,115,8,25,5,33,45.67
2023-02-27,Orthopedics,54,14,50,16,250,127,9,27,6,36,47.67
2023-02-27,Pediatrics,60,13,50,24,250,135,10,30,5,40,53.0
2023-02-27,Oncology,49,17,50,17,250,80,8,24,4,32,32.33
2023-02-28,Emergency,93,93,50,34,250,184,15,46,5,61,72.67
2023-02-28,Cardiology,54,14,50,24,250,126,9,27,5,36,50.0
2023-02-28,Neurology,51,15,50,14,250,108,8,25,6,33,40.67
2023-02-28,Orthopedics,49,15,50,18,250,103,8,24,6,32,40.33
2023-02-28,Pediatrics,70,25,50,23,250,146,11,35,4,46,56.33
2023-02-28,Oncology,42,13,50,16,250,86,7,21,4,28,34.0
2023-03-01,Emergency,75,75,50,24,250,145,12,37,5,49,56.33
2023-03-01,Cardiology,44,14,50,18,250,80,7,22,6,29,32.67
2023-03-01,Neurology,34,13,50,11,250,80,5,17,6,22,30.33
2023-03-01,Orthopedics,45,15,50,19,250,90,7,22,5,29,36.33
2023-03-01,Pediatrics,45,17,50,18,250,85,7,22,4,29,34.33
2023-03-01,Oncology,28,11,50,14,250,80,5,15,4,20,31.33
2023-03-02,Emergency,80,80,50,30,250,186,13,40,5,53,72.0
2023-03-02,Cardiology,49,14,50,13,250,96,8,24,4,32,36.33
2023-03-02,Neurology,36,8,50,13,250,81,6,18,6,24,31.33
2023-03-02,Orthopedics,38,11,50,13,250,80,6,19,4,25,31.0
2023-03-02,Pediatrics,53,16,50,14,250,100,8,26,5,34,38.0
2023-03-02,Oncology,35,13,50,17,250,80,5,17,6,22,32.33
2023-03-03,Emergency,81,81,50,23,250,166,13,40,5,53,63.0
2023-03-03,Cardiology,43,18,50,15,250,80,7,21,5,28,31.67
2023-03-03,Neurology,38,10,50,10,250,97,6,19,4,25,35.67
2023-03-03,Orthopedics,42,11,50,13,250,99,7,21,5,28,37.33
2023-03-03,Pediatrics,49,8,50,24,250,99,8,24,4,32,41.0
2023-03-03,Oncology,35,11,50,14,250,80,5,17,6,22,31.33
2023-03-04,Emergency,81,81,50,29,250,176,13,40,6,53,68.33
2023-03-04,Cardiology,48,16,50,15,250,91,8,24,6,32,35.33
2023-03-04,Neurology,43,12,50,10,250,80,7,21,4,28,30.0
2023-03-04,Orthopedics,49,17,50,22,250,113,8,24,5,32,45.0
2023-03-04,Pediatrics,60,17,50,19,250,120,10,30,4,40,46.33
2023-03-04,Oncology,42,13,50,14,250,91,7,21,4,28,35.0
2023-03-05,Emergency,91,91,50,34,250,181,15,45,6,60,71.67
2023-03-05,Cardiology,48,13,50,17,250,101,8,24,4,32,39.33
2023-03-05,Neurology,39,10,50,14,250,80,6,19,5,25,31.33
2023-03-05,Orthopedics,47,12,50,16,250,97,7,23,5,30,37.67
2023-03-05,Pediatrics,53,15,50,19,250,98,8,26,5,34,39.0
2023-03-05,Oncology,32,8,50,8,250,80,5,16,5,21,29.33
2023-03-06,Emergency,85,85,50,25,250,167,14,42,5,56,64.0
2023-03-06,Cardiology,45,12,50,15,250,94,7,22,4,29,36.33
2023-03-06,Neurology,43,11,50,12,250,80,7,21,6,28,30.67
2023-03-06,Orthopedics,35,9,50,9,250,80,5,17,5,22,29.67
2023-03-06,Pediatrics,46,14,50,11,250,93,7,23,4,30,34.67
2023-03-06,Oncology,29,13,50,12,250,80,5,15,4,20,30.67
2023-03-07,Emergency,91,91,50,29,250,193,15,45,6,60,74.0
2023-03-07,Cardiology,43,10,50,15,250,86,7,21,4,28,33.67
2023-03-07,Neurology,35,12,50,10,250,80,5,17,4,22,30.0
2023-03-07,Orthopedics,35,9,50,12,250,80,5,17,5,22,30.67
2023-03-07,Pediatrics,54,15,50,17,250,99,9,27,5,36,38.67
2023-03-07,Oncology,29,8,50,9,250,80,5,15,6,20,29.67
2023-03-08,Emergency,76,76,50,24,250,156,12,38,4,50,60.0
2023-03-08,Cardiology,41,9,50,17,250,80,6,20,5,26,32.33
2023-03-08,Neurology,34,10,50,10,250,80,5,17,4,22,30.0
2023-03-08,Orthopedics,39,10,50,10,250,80,6,19,5,25,30.0
2023-03-08,Pediatrics,49,15,50,12,250,105,8,24,6,32,39.0
2023-03-08,Oncology,35,11,50,14,250,91,5,17,6,22,35.0
2023-03-09,Emergency,78,78,50,24,250,140,13,39,5,52,54.67
2023-03-09,Cardiology,51,13,50,15,250,98,8,25,5,33,37.67
2023-03-09,Neurology,42,10,50,8,250,105,7,21,4,28,37.67
